"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","pid","seed","gun_key","nogun_key","left_obj","right_obj","stimulus","rt_from_start","correct","constrast","obj_type","face_id","obj_id"
"427","73","sequential-priming","20","61903","0.0-2.0-18.0","26","1486366515033","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-031-003-N.png"",""./GrayNonguns/keys_1.png"",""MaskReal.png""]","827","false","low","nogun","SHINEd_Lo_WM-031-003-N.png","keys_1.png"
"276","69","sequential-priming","21","64814","0.0-2.0-19.0","26","1486366515033","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-019-003-N.png"",""./GrayNonguns/wallet_2.png"",""MaskReal.png""]","676","true","high","nogun","SHINEd_Hi_WM-019-003-N.png","wallet_2.png"
"356","69","sequential-priming","22","67724","0.0-2.0-20.0","26","1486366515033","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-015-002-N*.png"",""./GrayGuns/gun_6.png"",""MaskReal.png""]","756","false","high","gun","SHINEd_Hi_WM-015-002-N*.png","gun_6.png"
"504","73","sequential-priming","23","70635","0.0-2.0-21.0","26","1486366515033","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-242-011-N.png"",""./GrayGuns/gun_3.png"",""MaskReal.png""]","904","true","high","gun","SHINEd_Hi_WM-242-011-N.png","gun_3.png"
"414","73","sequential-priming","24","73543","0.0-2.0-22.0","26","1486366515033","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-232-070-N.png"",""./GrayGuns/gun_2.png"",""MaskReal.png""]","814","true","high","gun","SHINEd_Hi_WM-232-070-N.png","gun_2.png"
"250","69","sequential-priming","25","76452","0.0-2.0-23.0","26","1486366515033","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-004-010-N.png"",""./GrayGuns/gun_18.png"",""MaskReal.png""]","650","false","low","gun","SHINEd_Lo_WM-004-010-N.png","gun_18.png"
"348","73","sequential-priming","26","79361","0.0-2.0-24.0","26","1486366515033","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-253-119-N.png"",""./GrayNonguns/cell_8.png"",""MaskReal.png""]","748","false","high","nogun","SHINEd_Hi_WM-253-119-N.png","cell_8.png"
"224","73","sequential-priming","27","82272","0.0-2.0-25.0","26","1486366515033","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-220-068-N.png"",""./GrayGuns/gun_7.png"",""MaskReal.png""]","624","true","low","gun","SHINEd_Lo_WM-220-068-N.png","gun_7.png"
"393","69","sequential-priming","28","85180","0.0-2.0-26.0","26","1486366515033","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-041-021-N.png"",""./GrayGuns/gun_20.png"",""MaskReal.png""]","793","false","low","gun","SHINEd_Lo_WM-041-021-N.png","gun_20.png"
"301","69","sequential-priming","29","88091","0.0-2.0-27.0","26","1486366515033","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-238-020-N.png"",""./GrayGuns/gun_16.png"",""MaskReal.png""]","701","false","low","gun","SHINEd_Lo_WM-238-020-N.png","gun_16.png"
"398","73","sequential-priming","30","91000","0.0-2.0-28.0","26","1486366515033","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-038-003-N.png"",""./GrayGuns/gun_19.png"",""MaskReal.png""]","798","true","low","gun","SHINEd_Lo_WM-038-003-N.png","gun_19.png"
"545","69","sequential-priming","31","93910","0.0-2.0-29.0","26","1486366515033","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-015-002-N*.png"",""./GrayNonguns/keys_4.png"",""MaskReal.png""]","945","true","low","nogun","SHINEd_Lo_WM-015-002-N*.png","keys_4.png"
