"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","pid","seed","gun_key","nogun_key","left_obj","right_obj","stimulus","rt_from_start","correct","constrast","obj_type","face_id","obj_id"
"361","73","sequential-priming","20","68292","0.0-3.0-17.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-257-161-N.png"",""./GrayGuns/gun_13.png"",""MaskReal.png""]","761","true","low","gun","SHINEd_Lo_WM-257-161-N.png","gun_13.png"
"452","73","sequential-priming","21","71157","0.0-3.0-18.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-218-074-N.png"",""./GrayGuns/gun_16.png"",""MaskReal.png""]","852","true","high","gun","SHINEd_Hi_WM-218-074-N.png","gun_16.png"
"414","73","sequential-priming","22","73978","0.0-3.0-19.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-218-074-N.png"",""./GrayGuns/gun_9.png"",""MaskReal.png""]","814","true","low","gun","SHINEd_Lo_WM-218-074-N.png","gun_9.png"
"671","73","sequential-priming","23","77057","0.0-3.0-20.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-252-224-N.png"",""./GrayGuns/gun_6.png"",""MaskReal.png""]","1071","true","high","gun","SHINEd_Hi_WM-252-224-N.png","gun_6.png"
"526","69","sequential-priming","24","79989","0.0-3.0-21.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-006-002-N.png"",""./GrayNonguns/tool_8.png"",""MaskReal.png""]","926","true","high","nogun","SHINEd_Hi_WM-006-002-N.png","tool_8.png"
"","","sequential-priming","25","82902","0.0-3.0-22.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-238-020-N.png"",""./GrayNonguns/cell_3.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-238-020-N.png","cell_3.png"
"1140","69","sequential-priming","26","86449","0.0-3.0-23.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-036-031-N.png"",""./GrayNonguns/wallet_5.png"",""MaskReal.png""]","1540","true","high","nogun","SHINEd_Hi_WM-036-031-N.png","wallet_5.png"
"946","73","sequential-priming","27","89801","0.0-3.0-24.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-011-002-N.png"",""./GrayGuns/gun_15.png"",""MaskReal.png""]","1346","true","high","gun","SHINEd_Hi_WM-011-002-N.png","gun_15.png"
"849","73","sequential-priming","28","93060","0.0-3.0-25.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-034-030-N.png"",""./GrayGuns/gun_9.png"",""MaskReal.png""]","1249","true","high","gun","SHINEd_Hi_WM-034-030-N.png","gun_9.png"
"1015","69","sequential-priming","29","96481","0.0-3.0-26.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-233-106-N.png"",""./GrayNonguns/keys_4.png"",""MaskReal.png""]","1415","true","high","nogun","SHINEd_Hi_WM-233-106-N.png","keys_4.png"
"683","73","sequential-priming","30","99571","0.0-3.0-27.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-009-002-N.png"",""./GrayNonguns/keys_5.png"",""MaskReal.png""]","1083","false","low","nogun","SHINEd_Lo_WM-009-002-N.png","keys_5.png"
"1392","73","sequential-priming","31","103369","0.0-3.0-28.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-039-018-N.png"",""./GrayNonguns/wallet_7.png"",""MaskReal.png""]","1792","false","high","nogun","SHINEd_Hi_WM-039-018-N.png","wallet_7.png"
"","","sequential-priming","32","106285","0.0-3.0-29.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-038-003-N.png"",""./GrayNonguns/tool_4.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-038-003-N.png","tool_4.png"
"","","sequential-priming","33","109218","0.0-3.0-30.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-256-138-N.png"",""./GrayNonguns/cell_8.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-256-138-N.png","cell_8.png"
"","","sequential-priming","34","112131","0.0-3.0-31.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-242-011-N.png"",""./GrayGuns/gun_5.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-242-011-N.png","gun_5.png"
"","","sequential-priming","35","115047","0.0-3.0-32.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-004-010-N.png"",""./GrayGuns/gun_8.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-004-010-N.png","gun_8.png"
"","","sequential-priming","36","117964","0.0-3.0-33.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-012-001-N.png"",""./GrayNonguns/wallet_2.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-012-001-N.png","wallet_2.png"
"","","sequential-priming","37","120889","0.0-3.0-34.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-238-020-N.png"",""./GrayNonguns/keys_2.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-238-020-N.png","keys_2.png"
"","","sequential-priming","38","123816","0.0-3.0-35.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-033-025-N.png"",""./GrayNonguns/tool_5.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-033-025-N.png","tool_5.png"
"","","sequential-priming","39","126736","0.0-3.0-36.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-253-119-N.png"",""./GrayNonguns/keys_3.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-253-119-N.png","keys_3.png"
"","","sequential-priming","40","129660","0.0-3.0-37.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-257-161-N.png"",""./GrayGuns/gun_1.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-257-161-N.png","gun_1.png"
"","","sequential-priming","41","132579","0.0-3.0-38.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-035-032-N.png"",""./GrayNonguns/tool_2.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-035-032-N.png","tool_2.png"
"","","sequential-priming","42","135500","0.0-3.0-39.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-033-025-N.png"",""./GrayGuns/gun_6.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-033-025-N.png","gun_6.png"
"","","sequential-priming","43","138418","0.0-3.0-40.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-039-018-N.png"",""./GrayGuns/gun_20.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-039-018-N.png","gun_20.png"
"","","sequential-priming","44","141330","0.0-3.0-41.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-040-022-N.png"",""./GrayGuns/gun_6.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-040-022-N.png","gun_6.png"
"","","sequential-priming","45","144245","0.0-3.0-42.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-038-003-N.png"",""./GrayGuns/gun_4.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-038-003-N.png","gun_4.png"
"","","sequential-priming","46","147163","0.0-3.0-43.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-224-197-N.png"",""./GrayNonguns/cell_7.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-224-197-N.png","cell_7.png"
"","","sequential-priming","47","150079","0.0-3.0-44.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-238-020-N.png"",""./GrayGuns/gun_3.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-238-020-N.png","gun_3.png"
"","","sequential-priming","48","152995","0.0-3.0-45.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-002-009-N.png"",""./GrayNonguns/tool_8.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-002-009-N.png","tool_8.png"
"","","sequential-priming","49","155944","0.0-3.0-46.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-208-068-N.png"",""./GrayNonguns/tool_5.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-208-068-N.png","tool_5.png"
"","","sequential-priming","50","158860","0.0-3.0-47.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-213-076-N.png"",""./GrayNonguns/tool_6.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-213-076-N.png","tool_6.png"
"","","sequential-priming","51","161779","0.0-3.0-48.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-011-002-N.png"",""./GrayGuns/gun_2.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-011-002-N.png","gun_2.png"
"","","sequential-priming","52","164698","0.0-3.0-49.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-009-002-N.png"",""./GrayGuns/gun_7.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-009-002-N.png","gun_7.png"
"","","sequential-priming","53","167613","0.0-3.0-50.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-254-152-N.png"",""./GrayNonguns/wallet_5.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-254-152-N.png","wallet_5.png"
"","","sequential-priming","54","170533","0.0-3.0-51.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-254-152-N.png"",""./GrayNonguns/keys_6.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-254-152-N.png","keys_6.png"
"","","sequential-priming","55","173449","0.0-3.0-52.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-019-003-N.png"",""./GrayNonguns/cell_5.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-019-003-N.png","cell_5.png"
"","","sequential-priming","56","176366","0.0-3.0-53.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-256-138-N.png"",""./GrayNonguns/wallet_8.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-256-138-N.png","wallet_8.png"
"","","sequential-priming","57","179280","0.0-3.0-54.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-258-125-N.png"",""./GrayNonguns/cell_2.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-258-125-N.png","cell_2.png"
"","","sequential-priming","58","182195","0.0-3.0-55.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-222-057-N.png"",""./GrayNonguns/cell_1.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-222-057-N.png","cell_1.png"
"","","sequential-priming","59","185110","0.0-3.0-56.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-257-161-N.png"",""./GrayGuns/gun_14.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-257-161-N.png","gun_14.png"
"","","sequential-priming","60","188025","0.0-3.0-57.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-032-001-N.png"",""./GrayNonguns/keys_8.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-032-001-N.png","keys_8.png"
"","","sequential-priming","61","190955","0.0-3.0-58.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-012-001-N.png"",""./GrayNonguns/cell_2.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-012-001-N.png","cell_2.png"
"","","sequential-priming","62","193874","0.0-3.0-59.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-251-002-N.png"",""./GrayGuns/gun_11.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-251-002-N.png","gun_11.png"
"","","sequential-priming","63","196790","0.0-3.0-60.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-017-002-N.png"",""./GrayNonguns/cell_2.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-017-002-N.png","cell_2.png"
"","","sequential-priming","64","199708","0.0-3.0-61.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-014-002-N*.png"",""./GrayGuns/gun_14.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-014-002-N*.png","gun_14.png"
"","","sequential-priming","65","202624","0.0-3.0-62.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-040-022-N.png"",""./GrayGuns/gun_16.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-040-022-N.png","gun_16.png"
"","","sequential-priming","66","205542","0.0-3.0-63.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-009-002-N.png"",""./GrayGuns/gun_8.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-009-002-N.png","gun_8.png"
"","","sequential-priming","67","208456","0.0-3.0-64.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-041-021-N.png"",""./GrayGuns/gun_7.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-041-021-N.png","gun_7.png"
"","","sequential-priming","68","211367","0.0-3.0-65.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-010-001-N.png"",""./GrayGuns/gun_16.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-010-001-N.png","gun_16.png"
"","","sequential-priming","69","214285","0.0-3.0-66.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-231-112-N.png"",""./GrayGuns/gun_12.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-231-112-N.png","gun_12.png"
"","","sequential-priming","70","217203","0.0-3.0-67.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-212-097-N.png"",""./GrayNonguns/cell_6.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-212-097-N.png","cell_6.png"
"","","sequential-priming","71","220119","0.0-3.0-68.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-253-119-N.png"",""./GrayGuns/gun_18.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-253-119-N.png","gun_18.png"
"","","sequential-priming","72","223036","0.0-3.0-69.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-232-070-N.png"",""./GrayNonguns/wallet_8.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-232-070-N.png","wallet_8.png"
"","","sequential-priming","73","225950","0.0-3.0-70.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-225-127-N.png"",""./GrayNonguns/tool_7.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-225-127-N.png","tool_7.png"
"","","sequential-priming","74","228864","0.0-3.0-71.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-002-009-N.png"",""./GrayGuns/gun_19.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-002-009-N.png","gun_19.png"
"","","sequential-priming","75","231783","0.0-3.0-72.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-249-239-N.png"",""./GrayGuns/gun_9.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-249-239-N.png","gun_9.png"
"","","sequential-priming","76","234700","0.0-3.0-73.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-251-002-N.png"",""./GrayNonguns/wallet_3.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-251-002-N.png","wallet_3.png"
"","","sequential-priming","77","237615","0.0-3.0-74.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-233-106-N.png"",""./GrayNonguns/wallet_7.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-233-106-N.png","wallet_7.png"
"","","sequential-priming","78","240532","0.0-3.0-75.0","-1","1492035174492","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-003-002-N.png"",""./GrayNonguns/wallet_6.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-003-002-N.png","wallet_6.png"
